number_people,timestamp,day_of_week,is_weekend,is_holiday,temperature,is_start_of_semester,is_during_semester,month,hour
42,81502,1,0,0,58,0,0,7,22
50,82114,1,0,0,58,0,0,7,22
31,82725,1,0,0,58,0,0,7,22
33,83333,1,0,0,58.33,0,0,7,23
33,83941,1,0,0,58.33,0,0,7,23
36,84547,1,0,0,58.33,0,0,7,23
26,85154,1,0,0,58.33,0,0,7,23
26,85762,1,0,0,58.33,0,0,7,23
21,86372,1,0,0,58.33,0,0,7,23
21,405,2,0,0,58.22,0,0,7,0
17,575,2,0,0,58.22,0,0,7,0
20,1181,2,0,0,58.22,0,0,7,0
11,1785,2,0,0,58.22,0,0,7,0
9,2389,2,0,0,58.22,0,0,7,0
10,2994,2,0,0,58.22,0,0,7,0
4,3598,2,0,0,58.22,0,0,7,0
2,4202,2,0,0,58.72,0,0,7,1
0,4805,2,0,0,58.72,0,0,7,1
0,5406,2,0,0,58.72,0,0,7,1
0,6008,2,0,0,58.72,0,0,7,1
0,6610,2,0,0,58.72,0,0,7,1
0,7211,2,0,0,58.39,0,0,7,2
0,7812,2,0,0,58.39,0,0,7,2
0,8413,2,0,0,58.39,0,0,7,2
0,9014,2,0,0,58.39,0,0,7,2
0,9616,2,0,0,58.39,0,0,7,2
0,10218,2,0,0,58.39,0,0,7,2
0,10820,2,0,0,57.72,0,0,7,3
0,11421,2,0,0,57.72,0,0,7,3
0,12022,2,0,0,57.72,0,0,7,3
0,12624,2,0,0,57.72,0,0,7,3
0,13226,2,0,0,57.72,0,0,7,3
0,13827,2,0,0,57.72,0,0,7,3
0,14428,2,0,0,57.28,0,0,7,4
0,15030,2,0,0,57.28,0,0,7,4
0,15632,2,0,0,57.28,0,0,7,4
0,16234,2,0,0,57.28,0,0,7,4
0,16836,2,0,0,57.28,0,0,7,4
0,17438,2,0,0,57.28,0,0,7,4
0,18040,2,0,0,57.61,0,0,7,5
0,18640,2,0,0,57.61,0,0,7,5
0,19242,2,0,0,57.61,0,0,7,5
1,19843,2,0,0,57.61,0,0,7,5
0,20445,2,0,0,57.61,0,0,7,5
1,21046,2,0,0,57.61,0,0,7,5
5,21648,2,0,0,57.39,0,0,7,6
10,22249,2,0,0,57.39,0,0,7,6
7,22852,2,0,0,57.39,0,0,7,6
13,23456,2,0,0,57.39,0,0,7,6
16,24062,2,0,0,57.39,0,0,7,6
16,24685,2,0,0,57.39,0,0,7,6
13,25290,2,0,0,58.12,0,0,7,7
20,25895,2,0,0,58.12,0,0,7,7
19,26500,2,0,0,58.12,0,0,7,7
19,27107,2,0,0,58.12,0,0,7,7
25,27718,2,0,0,58.12,0,0,7,7
27,28349,2,0,0,58.12,0,0,7,7
29,28965,2,0,0,59,0,0,7,8
20,29580,2,0,0,59,0,0,7,8
22,30192,2,0,0,59,0,0,7,8
29,30800,2,0,0,59,0,0,7,8
23,31409,2,0,0,59,0,0,7,8
25,32036,2,0,0,59,0,0,7,8
22,32645,2,0,0,60,0,0,7,9
28,33255,2,0,0,60,0,0,7,9
21,33864,2,0,0,60,0,0,7,9
24,34473,2,0,0,60,0,0,7,9
19,35079,2,0,0,60,0,0,7,9
15,35690,2,0,0,60,0,0,7,9
21,36293,2,0,0,62.5,0,0,7,10
24,36896,2,0,0,62.5,0,0,7,10
19,37503,2,0,0,62.5,0,0,7,10
29,38108,2,0,0,62.5,0,0,7,10
28,38715,2,0,0,62.5,0,0,7,10
27,39327,2,0,0,62.5,0,0,7,10
24,39932,2,0,0,64.11,0,0,7,11
28,40542,2,0,0,64.11,0,0,7,11
34,41146,2,0,0,64.11,0,0,7,11
30,41753,2,0,0,64.11,0,0,7,11
30,42360,2,0,0,64.11,0,0,7,11
27,42966,2,0,0,64.11,0,0,7,11
40,43574,2,0,0,67.28,0,0,7,12
31,44182,2,0,0,67.28,0,0,7,12
25,44791,2,0,0,67.28,0,0,7,12
22,45396,2,0,0,67.28,0,0,7,12
33,46004,2,0,0,67.28,0,0,7,12
29,46610,2,0,0,67.28,0,0,7,12
22,47218,2,0,0,69.51,0,0,7,13
21,47824,2,0,0,69.51,0,0,7,13
23,48429,2,0,0,69.51,0,0,7,13
22,49033,2,0,0,69.51,0,0,7,13
21,49639,2,0,0,69.51,0,0,7,13
23,50253,2,0,0,69.51,0,0,7,13
28,50859,2,0,0,70.34,0,0,7,14
29,51467,2,0,0,70.34,0,0,7,14
24,52074,2,0,0,70.34,0,0,7,14
28,52684,2,0,0,70.34,0,0,7,14
23,53291,2,0,0,70.34,0,0,7,14
23,53903,2,0,0,70.34,0,0,7,14
26,54517,2,0,0,63.61,0,0,7,15
28,55132,2,0,0,63.61,0,0,7,15
18,55737,2,0,0,63.61,0,0,7,15
24,56344,2,0,0,63.61,0,0,7,15
25,56950,2,0,0,63.61,0,0,7,15
35,57554,2,0,0,63.61,0,0,7,15
36,58160,2,0,0,63.61,0,0,7,16
35,58771,2,0,0,63.61,0,0,7,16
32,59383,2,0,0,63.61,0,0,7,16
36,59992,2,0,0,63.61,0,0,7,16
49,60599,2,0,0,63.61,0,0,7,16
43,61207,2,0,0,63.61,0,0,7,17
53,61826,2,0,0,63.61,0,0,7,17
55,62435,2,0,0,63.61,0,0,7,17
60,63043,2,0,0,63.61,0,0,7,17
51,63653,2,0,0,63.61,0,0,7,17
46,64276,2,0,0,63.61,0,0,7,17
50,64892,2,0,0,63.61,0,0,7,18
58,65509,2,0,0,63.61,0,0,7,18
44,66124,2,0,0,63.61,0,0,7,18
41,66745,2,0,0,63.61,0,0,7,18
47,67353,2,0,0,63.61,0,0,7,18
45,67978,2,0,0,63.61,0,0,7,18
48,68607,2,0,0,63.61,0,0,7,19
37,69218,2,0,0,63.61,0,0,7,19
52,69829,2,0,0,63.61,0,0,7,19
59,70437,2,0,0,63.61,0,0,7,19
51,71055,2,0,0,63.61,0,0,7,19
52,71680,2,0,0,63.61,0,0,7,19
48,72289,2,0,0,63.61,0,0,7,20
54,72900,2,0,0,63.61,0,0,7,20
44,73507,2,0,0,63.61,0,0,7,20
59,74122,2,0,0,63.61,0,0,7,20
56,74736,2,0,0,63.61,0,0,7,20
54,75376,2,0,0,63.61,0,0,7,20
50,75993,2,0,0,61.39,0,0,7,21
50,76611,2,0,0,61.39,0,0,7,21
35,77224,2,0,0,61.39,0,0,7,21
39,77836,2,0,0,61.39,0,0,7,21
39,78443,2,0,0,61.39,0,0,7,21
42,79049,2,0,0,61.39,0,0,7,21
49,79654,2,0,0,59.37,0,0,7,22
34,80261,2,0,0,59.37,0,0,7,22
45,80867,2,0,0,59.37,0,0,7,22
36,81474,2,0,0,59.37,0,0,7,22
35,82080,2,0,0,59.37,0,0,7,22
31,82687,2,0,0,59.37,0,0,7,22
24,83293,2,0,0,59.67,0,0,7,23
27,83897,2,0,0,59.67,0,0,7,23
27,84502,2,0,0,59.67,0,0,7,23
23,85105,2,0,0,59.67,0,0,7,23
29,85709,2,0,0,59.67,0,0,7,23
33,86314,2,0,0,59.67,0,0,7,23
33,405,3,0,0,59.33,0,0,7,0
31,520,3,0,0,59.33,0,0,7,0
25,1134,3,0,0,59.33,0,0,7,0
17,1740,3,0,0,59.33,0,0,7,0
14,2346,3,0,0,59.33,0,0,7,0
11,2950,3,0,0,59.33,0,0,7,0
7,3554,3,0,0,59.33,0,0,7,0
2,4157,3,0,0,59.72,0,0,7,1
0,4758,3,0,0,59.72,0,0,7,1
0,5358,3,0,0,59.72,0,0,7,1
1,5959,3,0,0,59.72,0,0,7,1
0,6560,3,0,0,59.72,0,0,7,1
0,7160,3,0,0,59.72,0,0,7,1
0,7761,3,0,0,59.11,0,0,7,2
0,8362,3,0,0,59.11,0,0,7,2
0,8962,3,0,0,59.11,0,0,7,2
0,9563,3,0,0,59.11,0,0,7,2
0,10164,3,0,0,59.11,0,0,7,2
0,10765,3,0,0,59.11,0,0,7,2
0,11365,3,0,0,59.06,0,0,7,3
1,11966,3,0,0,59.06,0,0,7,3
0,12566,3,0,0,59.06,0,0,7,3
0,13167,3,0,0,59.06,0,0,7,3
0,13768,3,0,0,59.06,0,0,7,3
0,14368,3,0,0,59.06,0,0,7,3
1,14969,3,0,0,58.72,0,0,7,4
0,15570,3,0,0,58.72,0,0,7,4
0,16171,3,0,0,58.72,0,0,7,4
0,16772,3,0,0,58.72,0,0,7,4
0,17373,3,0,0,58.72,0,0,7,4
0,17974,3,0,0,58.72,0,0,7,4
0,18574,3,0,0,58.06,0,0,7,5
1,19175,3,0,0,58.06,0,0,7,5
0,19776,3,0,0,58.06,0,0,7,5
0,20376,3,0,0,58.06,0,0,7,5
4,20977,3,0,0,58.06,0,0,7,5
2,21578,3,0,0,58.06,0,0,7,5
3,22179,3,0,0,57.72,0,0,7,6
9,22780,3,0,0,57.72,0,0,7,6
14,23384,3,0,0,57.72,0,0,7,6
15,23989,3,0,0,57.72,0,0,7,6
12,24592,3,0,0,57.72,0,0,7,6
18,25195,3,0,0,57.72,0,0,7,6
14,25799,3,0,0,58.15,0,0,7,7
15,26404,3,0,0,58.15,0,0,7,7
19,27007,3,0,0,58.15,0,0,7,7
20,27611,3,0,0,58.15,0,0,7,7
11,28218,3,0,0,58.15,0,0,7,7
19,28819,3,0,0,59.44,0,0,7,8
21,29424,3,0,0,59.44,0,0,7,8
28,30031,3,0,0,59.44,0,0,7,8
23,30636,3,0,0,59.44,0,0,7,8
28,31241,3,0,0,59.44,0,0,7,8
23,31854,3,0,0,59.44,0,0,7,8
28,32461,3,0,0,61.39,0,0,7,9
23,33068,3,0,0,61.39,0,0,7,9
17,33676,3,0,0,61.39,0,0,7,9
18,34280,3,0,0,61.39,0,0,7,9
20,34883,3,0,0,61.39,0,0,7,9
20,35498,3,0,0,61.39,0,0,7,9
18,36101,3,0,0,63.45,0,0,7,10
19,36704,3,0,0,63.45,0,0,7,10
20,37307,3,0,0,63.45,0,0,7,10
20,37914,3,0,0,63.45,0,0,7,10
25,38522,3,0,0,63.45,0,0,7,10
17,39138,3,0,0,63.45,0,0,7,10
20,39741,3,0,0,62.45,0,0,7,11
30,40346,3,0,0,62.45,0,0,7,11
19,40950,3,0,0,62.45,0,0,7,11
30,41554,3,0,0,62.45,0,0,7,11
28,42159,3,0,0,62.45,0,0,7,11
29,42773,3,0,0,62.45,0,0,7,11
21,43380,3,0,0,62.34,0,0,7,12
23,43993,3,0,0,62.34,0,0,7,12
27,44597,3,0,0,62.34,0,0,7,12
23,45202,3,0,0,62.34,0,0,7,12
29,45806,3,0,0,62.34,0,0,7,12
22,46449,3,0,0,62.34,0,0,7,12
28,47076,3,0,0,64.11,0,0,7,13
30,47691,3,0,0,64.11,0,0,7,13
24,48299,3,0,0,64.11,0,0,7,13
27,48904,3,0,0,64.11,0,0,7,13
27,49512,3,0,0,64.11,0,0,7,13
19,50135,3,0,0,64.11,0,0,7,13
23,50740,3,0,0,61.92,0,0,7,14
23,51350,3,0,0,61.92,0,0,7,14
24,51954,3,0,0,61.92,0,0,7,14
23,52559,3,0,0,61.92,0,0,7,14
26,53166,3,0,0,61.92,0,0,7,14
32,53792,3,0,0,61.92,0,0,7,14
38,54401,3,0,0,66,0,0,7,15
31,55012,3,0,0,66,0,0,7,15
27,55622,3,0,0,66,0,0,7,15
29,56240,3,0,0,66,0,0,7,15
32,56850,3,0,0,66,0,0,7,15
31,57471,3,0,0,66,0,0,7,15
29,58083,3,0,0,64,0,0,7,16
32,58691,3,0,0,64,0,0,7,16
30,59300,3,0,0,64,0,0,7,16
44,59910,3,0,0,64,0,0,7,16
35,60521,3,0,0,64,0,0,7,16
35,61135,3,0,0,64,0,0,7,16
36,61744,3,0,0,62.78,0,0,7,17
45,62352,3,0,0,62.78,0,0,7,17
54,62959,3,0,0,62.78,0,0,7,17
46,63566,3,0,0,62.78,0,0,7,17
45,64178,3,0,0,62.78,0,0,7,17
44,64793,3,0,0,62.78,0,0,7,17
49,65406,3,0,0,60,0,0,7,18
47,66016,3,0,0,60,0,0,7,18
48,66631,3,0,0,60,0,0,7,18
45,67245,3,0,0,60,0,0,7,18
50,67875,3,0,0,60,0,0,7,18
37,68483,3,0,0,56.06,0,0,7,19
35,69096,3,0,0,56.06,0,0,7,19
38,69716,3,0,0,56.06,0,0,7,19
41,70329,3,0,0,56.06,0,0,7,19
44,70945,3,0,0,56.06,0,0,7,19
46,71581,3,0,0,56.06,0,0,7,19
47,72194,3,0,0,56.06,0,0,7,20
44,72808,3,0,0,56.06,0,0,7,20
44,73415,3,0,0,56.06,0,0,7,20
36,74021,3,0,0,56.06,0,0,7,20
38,74628,3,0,0,56.06,0,0,7,20
28,75258,3,0,0,56.06,0,0,7,20
34,75864,3,0,0,55.06,0,0,7,21
37,76473,3,0,0,55.06,0,0,7,21
35,77080,3,0,0,55.06,0,0,7,21
35,77686,3,0,0,55.06,0,0,7,21
35,78295,3,0,0,55.06,0,0,7,21
33,78917,3,0,0,55.06,0,0,7,21
43,79521,3,0,0,55,0,0,7,22
40,80127,3,0,0,55,0,0,7,22
42,80733,3,0,0,55,0,0,7,22
42,81339,3,0,0,55,0,0,7,22
37,81947,3,0,0,55,0,0,7,22
35,82551,3,0,0,55,0,0,7,22
28,83157,3,0,0,55.39,0,0,7,23
27,83763,3,0,0,55.39,0,0,7,23
27,84368,3,0,0,55.39,0,0,7,23
26,84973,3,0,0,55.39,0,0,7,23
27,85578,3,0,0,55.39,0,0,7,23
20,86184,3,0,0,55.39,0,0,7,23
18,392,4,0,0,55.72,0,0,7,0
18,442,4,0,0,55.72,0,0,7,0
20,999,4,0,0,55.72,0,0,7,0
14,1603,4,0,0,55.72,0,0,7,0
14,2207,4,0,0,55.72,0,0,7,0
10,2810,4,0,0,55.72,0,0,7,0
7,3414,4,0,0,55.72,0,0,7,0
5,4015,4,0,0,56,0,0,7,1
0,4616,4,0,0,56,0,0,7,1
0,5217,4,0,0,56,0,0,7,1
0,5817,4,0,0,56,0,0,7,1
0,6418,4,0,0,56,0,0,7,1
0,7019,4,0,0,56,0,0,7,1
0,7619,4,0,0,56,0,0,7,2
1,8220,4,0,0,56,0,0,7,2
0,8821,4,0,0,56,0,0,7,2
0,9421,4,0,0,56,0,0,7,2
0,10022,4,0,0,56,0,0,7,2
0,10623,4,0,0,56,0,0,7,2
0,11223,4,0,0,56,0,0,7,3
0,11824,4,0,0,56,0,0,7,3
0,12425,4,0,0,56,0,0,7,3
0,13025,4,0,0,56,0,0,7,3
0,13626,4,0,0,56,0,0,7,3
0,14227,4,0,0,56,0,0,7,3
0,14827,4,0,0,56,0,0,7,4
1,15428,4,0,0,56,0,0,7,4
0,16029,4,0,0,56,0,0,7,4
0,16629,4,0,0,56,0,0,7,4
0,17230,4,0,0,56,0,0,7,4
0,17830,4,0,0,56,0,0,7,4
0,18431,4,0,0,56,0,0,7,5
1,19032,4,0,0,56,0,0,7,5
0,19633,4,0,0,56,0,0,7,5
1,20233,4,0,0,56,0,0,7,5
1,20834,4,0,0,56,0,0,7,5
1,21435,4,0,0,56,0,0,7,5
4,22036,4,0,0,56.67,0,0,7,6
7,22637,4,0,0,56.67,0,0,7,6
8,23239,4,0,0,56.67,0,0,7,6
9,23840,4,0,0,56.67,0,0,7,6
9,24444,4,0,0,56.67,0,0,7,6
11,25046,4,0,0,56.67,0,0,7,6
11,25650,4,0,0,57.33,0,0,7,7
10,26252,4,0,0,57.33,0,0,7,7
9,26854,4,0,0,57.33,0,0,7,7
9,27456,4,0,0,57.33,0,0,7,7
11,28058,4,0,0,57.33,0,0,7,7
16,28660,4,0,0,57.33,0,0,7,7
12,29263,4,0,0,57.33,0,0,7,8
14,29864,4,0,0,57.33,0,0,7,8
25,30467,4,0,0,57.33,0,0,7,8
22,31070,4,0,0,57.33,0,0,7,8
25,31674,4,0,0,57.33,0,0,7,8
22,32277,4,0,0,57.33,0,0,7,8
28,32880,4,0,0,58,0,0,7,9
15,33485,4,0,0,58,0,0,7,9
17,34089,4,0,0,58,0,0,7,9
19,34694,4,0,0,58,0,0,7,9
18,35301,4,0,0,58,0,0,7,9
23,35906,4,0,0,58,0,0,7,9
21,36515,4,0,0,59.28,0,0,7,10
18,37126,4,0,0,59.28,0,0,7,10
20,37731,4,0,0,59.28,0,0,7,10
26,38334,4,0,0,59.28,0,0,7,10
24,38937,4,0,0,59.28,0,0,7,10
20,39542,4,0,0,59.28,0,0,7,10
15,40146,4,0,0,61.23,0,0,7,11
25,40751,4,0,0,61.23,0,0,7,11
25,41357,4,0,0,61.23,0,0,7,11
31,41965,4,0,0,61.23,0,0,7,11
30,42575,4,0,0,61.23,0,0,7,11
33,43192,4,0,0,61.23,0,0,7,11
36,43804,4,0,0,61.61,0,0,7,12
40,44416,4,0,0,61.61,0,0,7,12
32,45025,4,0,0,61.61,0,0,7,12
31,45636,4,0,0,61.61,0,0,7,12
33,46254,4,0,0,61.61,0,0,7,12
39,46860,4,0,0,62.67,0,0,7,13
28,47465,4,0,0,62.67,0,0,7,13
23,48069,4,0,0,62.67,0,0,7,13
19,48676,4,0,0,62.67,0,0,7,13
22,49301,4,0,0,62.67,0,0,7,13
22,49918,4,0,0,62.67,0,0,7,13
18,50523,4,0,0,61.91,0,0,7,14
21,51128,4,0,0,61.91,0,0,7,14
23,51731,4,0,0,61.91,0,0,7,14
32,52336,4,0,0,61.91,0,0,7,14
34,52946,4,0,0,61.91,0,0,7,14
30,53572,4,0,0,61.91,0,0,7,14
30,54178,4,0,0,61.91,0,0,7,15
29,54785,4,0,0,61.91,0,0,7,15
24,55391,4,0,0,61.91,0,0,7,15
29,55997,4,0,0,61.91,0,0,7,15
33,56601,4,0,0,61.91,0,0,7,15
22,57211,4,0,0,61.91,0,0,7,15
26,57816,4,0,0,61.91,0,0,7,16
27,58422,4,0,0,61.91,0,0,7,16
24,59029,4,0,0,61.91,0,0,7,16
35,59635,4,0,0,61.91,0,0,7,16
33,60247,4,0,0,61.91,0,0,7,16
34,60866,4,0,0,61.91,0,0,7,16
37,61472,4,0,0,61.91,0,0,7,17
35,62088,4,0,0,61.91,0,0,7,17
36,62698,4,0,0,61.91,0,0,7,17
44,63305,4,0,0,61.91,0,0,7,17
52,63913,4,0,0,61.91,0,0,7,17
36,64539,4,0,0,61.91,0,0,7,17
46,65148,4,0,0,59.06,0,0,7,18
50,65755,4,0,0,59.06,0,0,7,18
41,66362,4,0,0,59.06,0,0,7,18
39,66970,4,0,0,59.06,0,0,7,18
34,67585,4,0,0,59.06,0,0,7,18
29,68197,4,0,0,59.06,0,0,7,18
30,68808,4,0,0,59.06,0,0,7,19
37,69427,4,0,0,59.06,0,0,7,19
43,70043,4,0,0,59.06,0,0,7,19
36,70655,4,0,0,59.06,0,0,7,19
30,71265,4,0,0,59.06,0,0,7,19
33,71871,4,0,0,59.06,0,0,7,19
35,72477,4,0,0,58.67,0,0,7,20
35,73085,4,0,0,58.67,0,0,7,20
38,73693,4,0,0,58.67,0,0,7,20
40,74301,4,0,0,58.67,0,0,7,20
33,74908,4,0,0,58.67,0,0,7,20
28,75515,4,0,0,58.67,0,0,7,20
40,76123,4,0,0,58.39,0,0,7,21
29,76730,4,0,0,58.39,0,0,7,21
20,77338,4,0,0,58.39,0,0,7,21
26,77944,4,0,0,58.39,0,0,7,21
27,78549,4,0,0,58.39,0,0,7,21
29,79157,4,0,0,58.39,0,0,7,21
32,79764,4,0,0,58,0,0,7,22
30,80373,4,0,0,58,0,0,7,22
35,80980,4,0,0,58,0,0,7,22
24,81585,4,0,0,58,0,0,7,22
22,82193,4,0,0,58,0,0,7,22
16,82797,4,0,0,58,0,0,7,22
4,83400,4,0,0,57.54,0,0,7,23
3,84002,4,0,0,57.54,0,0,7,23
0,84604,4,0,0,57.54,0,0,7,23
1,85206,4,0,0,57.54,0,0,7,23
2,85808,4,0,0,57.54,0,0,7,23
0,10,5,1,0,57,0,0,7,0
0,490,5,1,0,57,0,0,7,0
1,611,5,1,0,57,0,0,7,0
0,1212,5,1,0,57,0,0,7,0
2,1813,5,1,0,57,0,0,7,0
0,2414,5,1,0,57,0,0,7,0
0,3016,5,1,0,57,0,0,7,0
0,3618,5,1,0,56.67,0,0,7,1
0,4220,5,1,0,56.67,0,0,7,1
1,4822,5,1,0,56.67,0,0,7,1
0,5424,5,1,0,56.67,0,0,7,1
0,6026,5,1,0,56.67,0,0,7,1
0,6628,5,1,0,56.67,0,0,7,1
0,7230,5,1,0,57.28,0,0,7,2
1,7830,5,1,0,57.28,0,0,7,2
0,8432,5,1,0,57.28,0,0,7,2
0,9034,5,1,0,57.28,0,0,7,2
0,9635,5,1,0,57.28,0,0,7,2
0,10236,5,1,0,57.28,0,0,7,2
0,10837,5,1,0,57.67,0,0,7,3
0,11438,5,1,0,57.67,0,0,7,3
0,12040,5,1,0,57.67,0,0,7,3
0,12642,5,1,0,57.67,0,0,7,3
0,13243,5,1,0,57.67,0,0,7,3
0,13844,5,1,0,57.67,0,0,7,3
0,14446,5,1,0,57.67,0,0,7,4
0,15046,5,1,0,57.67,0,0,7,4
0,15648,5,1,0,57.67,0,0,7,4
0,16250,5,1,0,57.67,0,0,7,4
1,16852,5,1,0,57.67,0,0,7,4
1,17454,5,1,0,57.67,0,0,7,4
2,18056,5,1,0,57.67,0,0,7,5
1,18657,5,1,0,57.67,0,0,7,5
2,19258,5,1,0,57.67,0,0,7,5
1,19860,5,1,0,57.67,0,0,7,5
1,20462,5,1,0,57.67,0,0,7,5
1,21065,5,1,0,57.67,0,0,7,5
1,21667,5,1,0,57.67,0,0,7,6
1,22268,5,1,0,57.67,0,0,7,6
1,22870,5,1,0,57.67,0,0,7,6
1,23471,5,1,0,57.67,0,0,7,6
3,24072,5,1,0,57.67,0,0,7,6
1,24674,5,1,0,57.67,0,0,7,6
1,25275,5,1,0,57.67,0,0,7,7
0,25877,5,1,0,57.67,0,0,7,7
1,26478,5,1,0,57.67,0,0,7,7
1,27079,5,1,0,57.67,0,0,7,7
3,27681,5,1,0,57.67,0,0,7,7
3,28284,5,1,0,57.67,0,0,7,7
4,28886,5,1,0,58.61,0,0,7,8
10,29487,5,1,0,58.61,0,0,7,8
8,30091,5,1,0,58.61,0,0,7,8
12,30694,5,1,0,58.61,0,0,7,8
12,31298,5,1,0,58.61,0,0,7,8
26,31910,5,1,0,58.61,0,0,7,8
17,32517,5,1,0,59.28,0,0,7,9
19,33127,5,1,0,59.28,0,0,7,9
18,33731,5,1,0,59.28,0,0,7,9
20,34336,5,1,0,59.28,0,0,7,9
14,34940,5,1,0,59.28,0,0,7,9
14,35550,5,1,0,59.28,0,0,7,9
10,36153,5,1,0,60.67,0,0,7,10
21,36756,5,1,0,60.67,0,0,7,10
23,37361,5,1,0,60.67,0,0,7,10
16,37966,5,1,0,60.67,0,0,7,10
19,38569,5,1,0,60.67,0,0,7,10
24,39181,5,1,0,60.67,0,0,7,10
27,39788,5,1,0,61.62,0,0,7,11
27,40397,5,1,0,61.62,0,0,7,11
30,41004,5,1,0,61.62,0,0,7,11
30,41614,5,1,0,61.62,0,0,7,11
22,42222,5,1,0,61.62,0,0,7,11
23,42844,5,1,0,61.62,0,0,7,11
24,43449,5,1,0,62.9,0,0,7,12
16,44054,5,1,0,62.9,0,0,7,12
21,44660,5,1,0,62.9,0,0,7,12
21,45266,5,1,0,62.9,0,0,7,12
21,45871,5,1,0,62.9,0,0,7,12
25,46499,5,1,0,62.9,0,0,7,12
23,47105,5,1,0,62.95,0,0,7,13
26,47713,5,1,0,62.95,0,0,7,13
22,48321,5,1,0,62.95,0,0,7,13
23,48928,5,1,0,62.95,0,0,7,13
28,49532,5,1,0,62.95,0,0,7,13
27,50141,5,1,0,62.95,0,0,7,13
26,50745,5,1,0,59,0,0,7,14
28,51350,5,1,0,59,0,0,7,14
27,51954,5,1,0,59,0,0,7,14
25,52563,5,1,0,59,0,0,7,14
25,53171,5,1,0,59,0,0,7,14
29,53775,5,1,0,59,0,0,7,14
29,54382,5,1,0,59,0,0,7,15
28,54987,5,1,0,59,0,0,7,15
30,55592,5,1,0,59,0,0,7,15
29,56198,5,1,0,59,0,0,7,15
28,56803,5,1,0,59,0,0,7,15
24,57416,5,1,0,59,0,0,7,15
32,58022,5,1,0,59,0,0,7,16
30,58630,5,1,0,59,0,0,7,16
34,59234,5,1,0,59,0,0,7,16
29,59840,5,1,0,59,0,0,7,16
25,60458,5,1,0,59,0,0,7,16
30,61083,5,1,0,59,0,0,7,16
32,61692,5,1,0,59,0,0,7,17
35,62315,5,1,0,59,0,0,7,17
40,62928,5,1,0,59,0,0,7,17
38,63543,5,1,0,59,0,0,7,17
40,64154,5,1,0,59,0,0,7,17
37,64761,5,1,0,59,0,0,7,17
33,65368,5,1,0,59,0,0,7,18
32,65974,5,1,0,59,0,0,7,18
29,66579,5,1,0,59,0,0,7,18
36,67184,5,1,0,59,0,0,7,18
16,67790,5,1,0,59,0,0,7,18
21,68392,5,1,0,59,0,0,7,18
20,68996,5,1,0,57.06,0,0,7,19
28,69600,5,1,0,57.06,0,0,7,19
25,70205,5,1,0,57.06,0,0,7,19
25,70810,5,1,0,57.06,0,0,7,19
21,71421,5,1,0,57.06,0,0,7,19
29,72025,5,1,0,56.67,0,0,7,20
39,72640,5,1,0,56.67,0,0,7,20
35,73247,5,1,0,56.67,0,0,7,20
31,73853,5,1,0,56.67,0,0,7,20
31,74458,5,1,0,56.67,0,0,7,20
30,75070,5,1,0,56.67,0,0,7,20
42,75678,5,1,0,56.67,0,0,7,21
30,76297,5,1,0,56.67,0,0,7,21
27,76902,5,1,0,56.67,0,0,7,21
31,77506,5,1,0,56.67,0,0,7,21
24,78110,5,1,0,56.67,0,0,7,21
38,78720,5,1,0,56.67,0,0,7,21
32,79326,5,1,0,56.67,0,0,7,22
25,79936,5,1,0,56.67,0,0,7,22
25,80540,5,1,0,56.67,0,0,7,22
26,81144,5,1,0,56.67,0,0,7,22
28,81749,5,1,0,56.67,0,0,7,22
22,82362,5,1,0,56.67,0,0,7,22
17,82966,5,1,0,56.28,0,0,7,23
3,83568,5,1,0,56.28,0,0,7,23
2,84169,5,1,0,56.28,0,0,7,23
2,84770,5,1,0,56.28,0,0,7,23
1,85371,5,1,0,56.28,0,0,7,23
0,85972,5,1,0,56.28,0,0,7,23
0,173,6,1,0,56,0,0,7,0
0,278,6,1,0,56,0,0,7,0
0,774,6,1,0,56,0,0,7,0
0,1375,6,1,0,56,0,0,7,0
1,1977,6,1,0,56,0,0,7,0
0,2580,6,1,0,56,0,0,7,0
1,3181,6,1,0,56,0,0,7,0
0,3783,6,1,0,56,0,0,7,1
1,4384,6,1,0,56,0,0,7,1
1,4985,6,1,0,56,0,0,7,1
0,5587,6,1,0,56,0,0,7,1
1,6189,6,1,0,56,0,0,7,1
0,6791,6,1,0,56,0,0,7,1
1,7392,6,1,0,56.67,0,0,7,2
0,7993,6,1,0,56.67,0,0,7,2
0,8595,6,1,0,56.67,0,0,7,2
0,9197,6,1,0,56.67,0,0,7,2
0,9799,6,1,0,56.67,0,0,7,2
0,10400,6,1,0,56.67,0,0,7,2
0,11001,6,1,0,56.67,0,0,7,3
0,11603,6,1,0,56.67,0,0,7,3
0,12205,6,1,0,56.67,0,0,7,3
0,12807,6,1,0,56.67,0,0,7,3
0,13409,6,1,0,56.67,0,0,7,3
0,14009,6,1,0,56.67,0,0,7,3
1,14611,6,1,0,56,0,0,7,4
1,15213,6,1,0,56,0,0,7,4
0,15814,6,1,0,56,0,0,7,4
1,16415,6,1,0,56,0,0,7,4
1,17018,6,1,0,56,0,0,7,4
1,17619,6,1,0,56,0,0,7,4
1,18221,6,1,0,55.67,0,0,7,5
0,18823,6,1,0,55.67,0,0,7,5
0,19425,6,1,0,55.67,0,0,7,5
0,20026,6,1,0,55.67,0,0,7,5
0,20627,6,1,0,55.67,0,0,7,5
